PaymentDate,VendorName,PaymentAmount,Fund,FundDescription,Center,CenterName,Account,AccountName,FiscalYear,AccountingPeriod
6/1/2018 0:00,RED WING SHOE COMPANY INC                    ,183.5,603,WATER RECLAMATION,29535,UTILITIES MAINT-WTR RECLAMATION    ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/1/2018 0:00,RED WING SHOE COMPANY INC                    ,146.94,650,SOLID WASTE MANAGEMENT,20542,BRUSH SERVICES-RES                 ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/1/2018 0:00,ROBERT BUTTRUM                               ,130.5,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/1/2018 0:00,SAFELITE AUTOGLASS                           ,761.29,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/1/2018 0:00,SALT RIVER LANDFILL                          ,15433.35,650,SOLID WASTE MANAGEMENT,20540,COLLECTION SVC ADMIN-RES           ,52320,CLEANING & WASTE REMOVAL           ,2018,12
6/1/2018 0:00,SCOTTSDALE CULTURAL COUNCIL                  ,229.5,280,SPECIAL PROGRAMS,25398,GRANITE REEF SPEC EVENT SPNSORSHIPS,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/1/2018 0:00,SCOTTSDALE CULTURAL COUNCIL                  ,12000,285,TOURISM DEVELOPMENT,21743,TOURISM DEVELOPMENT CARRY-OVER     ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,12
6/1/2018 0:00,SCOTTSDALE UNIFIED SCHOOL DISTRICT           ,27066.22,100,GENERAL,25422,YOUTH SPORTS FIELD MAINTENANCE     ,52826,INTERGOVERNMENTAL PAYMENTS         ,2018,12
6/1/2018 0:00,SHAMROCK FOODS COMPANY                       ,691.41,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53101,FOOD PURCHASED FOR RESALE          ,2018,12
6/1/2018 0:00,SHARRY FASSETT                               ,800,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/1/2018 0:00,SHERI BURKE                                  ,910,230,GRANTS,36974,SRP-MIC FY14/15 MCGILL             ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/1/2018 0:00,SHERWIN WILLIAMS                             ,128.34,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/1/2018 0:00,SHI INTERNATIONAL CORP                       ,5930.77,600,WATER,23562,UTILITY BILLING - WATER            ,52350,SOFTWARE MAINT & LICENSING         ,2018,12
6/1/2018 0:00,SMITHGROUPJJR INC                            ,118004.84,458,PRESERVE TAX '04-LAND & IMPRVMTS,PB54A,NORTH & CENTRAL ACCESS CNTRL STBLZN,56049,DSGN - ARCHITECTURAL SERVICES      ,2018,12
6/1/2018 0:00,SOMERSET LANDSCAPE LLC                       ,455.49,200,TRANSPORTATION,25480,MEDIANS & ROW CONTRACTS-TRANSP FUND,52186,R-O-W MEDIAN MAINTENANCE           ,2018,12
6/1/2018 0:00,SOUTHWEST GAS CORP                           ,18168.78,100,GENERAL,20901,UTILITIES                          ,52712,GAS                                ,2018,12
6/1/2018 0:00,SOUTHWEST GAS CORP                           ,642.56,100,GENERAL,20910,WESTWORLD TNEC EXPANSION           ,52712,GAS                                ,2018,12
6/1/2018 0:00,SOUTHWEST GAS CORP                           ,91.14,100,GENERAL,22012,FIRE TRAINING & DEVELOPMENT        ,52712,GAS                                ,2018,12
6/1/2018 0:00,STARWEST TECH LLC                            ,7977.78,100,GENERAL,22011,EMERGENCY MEDICAL SERVICES         ,52890,OTHER CONTRACTUAL SERVICES         ,2018,12
6/1/2018 0:00,SUMMIT ELECTRIC SUPPLY                       ,436.85,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/1/2018 0:00,SUN VALLEY REMODELING INC                    ,5100,220,CDBG,32340,17/18-CITY EMERGENCY HOME REPAIR   ,52827,REHAB CONTRACTORS                  ,2018,12
6/1/2018 0:00,TDINDUSTRIES INC                             ,160.23,600,WATER,29221,CAP TREATMENT PLANT                ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/1/2018 0:00,TDINDUSTRIES INC                             ,1202.14,600,WATER,29275,BOOSTER STATIONS                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/1/2018 0:00,TENNIS EQUIPMENT SALES & SERVICES LLC        ,1442.52,100,GENERAL,2546B,PUBLIC POOL EQUIPMENT REPL         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/1/2018 0:00,TESTAMERICA LABORATORIES INC                 ,22,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,52151,LABORATORY TESTING                 ,2018,12
6/1/2018 0:00,THATCHER COMPANY OF ARIZONA                  ,2637.65,600,WATER,29221,CAP TREATMENT PLANT                ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,12
6/1/2018 0:00,THE HOWARD E NYHART COMPANY INCORPORATED     ,5000,100,GENERAL,27420,BENEFITS MANAGEMENT                ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/1/2018 0:00,TIMOTHY J WILEY                              ,361.46,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/1/2018 0:00,UNIFIRST CORPORATION                         ,71.48,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52380,UNIFORM CLEANING                   ,2018,12
6/1/2018 0:00,UNITED FIRE                                  ,359.05,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/1/2018 0:00,UNITED RENTALS NORTH AMERICA INC             ,1150.07,100,GENERAL,21500,WESTWORLD                          ,52560,MACHINERY & EQUIPMENT RENT         ,2018,12
6/1/2018 0:00,UNITED TRANSPORTATION SERVICES LLC           ,2642.6,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52866,TAXI VOUCHER PROGRAM               ,2018,12
6/1/2018 0:00,UNIVAR USA INC                               ,2326.99,600,WATER,29260,CHAPARRAL WATER TREATMENT PLANT    ,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,12
6/1/2018 0:00,VINCON ENGINEERING CONSTRUCTION LLC          ,46530.77,410,CIP TRANSPORTATION PRIVILEGE TAX ,YE29A,PAVEMENT OVERLAY PROGRAM           ,56084,CONT - STREETS                     ,2018,12
6/1/2018 0:00,VSS INTERNATIONAL INC                        ,714031.16,200,TRANSPORTATION,20840,ASPHALT & MAINTENANCE              ,52155,STREET OVERLAY                     ,2018,12
6/4/2018 0:00,ALL CITY TOWING                              ,554,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,AMERICAN REFRIGERATION SUPPLIES INC          ,487.82,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53720,SMALL TOOLS & EQUIPMENT            ,2018,12
6/4/2018 0:00,ANA MARIBET SANCHEZ PLLC                     ,3000,100,GENERAL,1080,COURT                              ,52141,PUBLIC DEFENDER SERVICES           ,2018,12
6/4/2018 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,22,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,BAKER & TAYLOR LLC                           ,2197.73,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,12
6/4/2018 0:00,BENTLEY DEITER                               ,180,100,GENERAL,25456,CLUB SAR FITNESS CENTER            ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,BERGE FORD                                   ,655.62,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,BRIGHAM KERR                                 ,200,280,SPECIAL PROGRAMS,25392,HUMAN SERVICES CONTRIBUTIONS       ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,BROWN WHOLESALE ELECTRIC                     ,40.4,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/4/2018 0:00,BUG OFF PEST CONTROL LLC                     ,82,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,12
6/4/2018 0:00,CCS PRESENTATION SYSTEMS                     ,869,100,GENERAL,21500,WESTWORLD                          ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,CLAUDIO TOSCANO                              ,450,100,GENERAL,25405,SCOTTSDALE RANCH PK SPORTS COMPLEX ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,69,100,GENERAL,25301,VISTA DEL CAMINO SOCIAL SERVICE CTR,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/4/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,79,100,GENERAL,25303,PAIUTE NEIGHBORHOOD CENTER         ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/4/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,79,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/4/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,69,100,GENERAL,25427,HORIZON PARK & COMMUNITY CENTER    ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/4/2018 0:00,DAVID P CLAYTON                              ,3350,100,GENERAL,25304,GRANITE REEF SENIOR CENTER         ,52340,"MAINTENANCE, OFF EQUIP & FURNITURE ",2018,12
6/4/2018 0:00,DAVID P CLAYTON                              ,4150,100,GENERAL,25305,VIA LINDA SENIOR CENTER            ,52340,"MAINTENANCE, OFF EQUIP & FURNITURE ",2018,12
6/4/2018 0:00,EMPIRE SOUTHWEST                             ,657.04,100,GENERAL,21500,WESTWORLD                          ,52560,MACHINERY & EQUIPMENT RENT         ,2018,12
6/4/2018 0:00,EWING IRRIGATION PRODUCTS                    ,28.23,100,GENERAL,25424,MAINTENANCE-CACTUS PARK            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/4/2018 0:00,EWING IRRIGATION PRODUCTS                    ,624.07,100,GENERAL,25433,MAINTENANCE-COPPER RIDGE           ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/4/2018 0:00,FEDEX                                        ,27.26,601,GROUNDWATER TREATMENT FACILITY,29600,CGTF REIMBURSABLE                  ,52210,POSTAGE AND SHIPPING               ,2018,12
6/4/2018 0:00,FORT MCDOWELL YAVAPAI MATERIALS              ,472.92,600,WATER,29201,WATER DISTRIBUTION                 ,53772,REPLACEMENT OR REPAIR              ,2018,12
6/4/2018 0:00,GENUINE PARTS COMPANY                        ,60.67,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53780,OTHER MAINTENANCE & REPAIR SUPPLY  ,2018,12
6/4/2018 0:00,GRAINGER                                     ,923.45,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/4/2018 0:00,GRAINGER                                     ,1517.79,600,WATER,29221,CAP TREATMENT PLANT                ,53720,SMALL TOOLS & EQUIPMENT            ,2018,12
6/4/2018 0:00,GRAINGER                                     ,546.85,600,WATER,29260,CHAPARRAL WATER TREATMENT PLANT    ,53793,MAT TO MAINT AND REPAIR ELEC       ,2018,12
6/4/2018 0:00,GRAINGER                                     ,-259.64,600,WATER,29530,UTILITIES MAINTENANCE - WATER      ,53794,MAT TO MAINT AND REPAIR MECH SYS   ,2018,12
6/4/2018 0:00,HILL BROTHERS CHEMICAL CO                    ,480,612,GAINEY RANCH WWTP,29607,GAINEY RANCH WATER RECLAMATION     ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,12
6/4/2018 0:00,HP INC                                       ,-107.95,100,GENERAL,21500,WESTWORLD                          ,54522,COMPUTER EQUIPMENT                 ,2018,12
6/4/2018 0:00,HP INC                                       ,-215.9,100,GENERAL,27505,HELP DESK/DESKTOP TECHNICAL SUPPORT,54522,COMPUTER EQUIPMENT                 ,2018,12
6/4/2018 0:00,HP INC                                       ,-201.99,100,GENERAL,27510,GEOGRAPHIC INFORMATION SYSTEMS     ,54522,COMPUTER EQUIPMENT                 ,2018,12
6/4/2018 0:00,HP INC                                       ,98.23,200,TRANSPORTATION,20840,ASPHALT & MAINTENANCE              ,54522,COMPUTER EQUIPMENT                 ,2018,12
6/4/2018 0:00,HP INC                                       ,1513.49,400,CIP GENERAL,JD04A,LICENSE AND PERMIT MANAGEMENT SYS  ,56157,IT - EQUIPMENT                     ,2018,12
6/4/2018 0:00,HSS INC                                      ,33395.84,100,GENERAL,22608,MUNICIPAL SECURITY                 ,52137,SECURITY                           ,2018,12
6/4/2018 0:00,HSS INC                                      ,5401.13,280,SPECIAL PROGRAMS,1081,COURT ENHANCEMENT                  ,52137,SECURITY                           ,2018,12
6/4/2018 0:00,HSS INC                                      ,40032.22,600,WATER,29500,WATER ADMINISTRATION               ,52137,SECURITY                           ,2018,12
6/4/2018 0:00,HSS INC                                      ,7064.51,603,WATER RECLAMATION,29505,WATER RECLAMATION ADMIN            ,52137,SECURITY                           ,2018,12
6/4/2018 0:00,IDEXX LABORATORIES INC                       ,750,600,WATER,29460,WATER LABORATORY                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,INTERMOUNTAIN LOCK AND SECURITY              ,537.95,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/4/2018 0:00,JEFF JACOBSON                                ,1102.5,100,GENERAL,25405,SCOTTSDALE RANCH PK SPORTS COMPLEX ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,JOEL LEHRER                                  ,1143,100,GENERAL,25405,SCOTTSDALE RANCH PK SPORTS COMPLEX ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,JOHNSON STEWART MATERIALS LLC                ,50,100,GENERAL,20907,CONSTRUCTION SERVICES              ,52870,LANDFILL CONTRACT                  ,2018,12
6/4/2018 0:00,KARY ENVIRONMENTAL SERVICES INC              ,325.1,100,GENERAL,21600,OFFICE OF ENVIRONMENTAL INITIATIVES,52320,CLEANING & WASTE REMOVAL           ,2018,12
6/4/2018 0:00,KELLER ELECTRICAL INDUSTRIES INC             ,69837.05,605,CIP WATER RECLAMATION,VD01A,WASTEWATER TREATMENT FACILITY IMPR ,56098,CONT - WWATER - TREATMENT FACILITY ,2018,12
6/4/2018 0:00,LANGUAGE CONNECTION                          ,170,100,GENERAL,1080,COURT                              ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,12
6/4/2018 0:00,LAWRENCE J ALLEN PH D                        ,150,100,GENERAL,1080,COURT                              ,52150,MEDICAL SERVICES                   ,2018,12
6/4/2018 0:00,LAYNE CHRISTENSEN COMPANY                    ,29985.98,600,WATER,29280,WELL SITES                         ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,LAYNE CHRISTENSEN COMPANY                    ,10460.81,600,WATER,29280,WELL SITES                         ,53794,MAT TO MAINT AND REPAIR MECH SYS   ,2018,12
6/4/2018 0:00,LG NANOH2O                                   ,81666,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,54530,OTHER MACHINERY & EQUIPMENT        ,2018,12
6/4/2018 0:00,MEAD AND HUNT INC                            ,49825.86,642,CIP AIRPORT,AB60A,RECONSTRUCT TAXIWAY A AND EXITS    ,56086,CONT - OTHER                       ,2018,12
6/4/2018 0:00,MEAD AND HUNT INC                            ,4185.18,642,CIP AIRPORT,AC02A,APRON RECONST - DELTA APRON        ,56041,DSGN - PROFESSIONAL SERVICES       ,2018,12
6/4/2018 0:00,MICHELLE STEWART                             ,140,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,MIDWAY CHEVROLET                             ,724.76,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,MONTGOMERY & ASSOCIATES                      ,4426.5,600,WATER,29125,WATER CONSERVATION                 ,52130,CONSULTANTS                        ,2018,12
6/4/2018 0:00,NATIONAL CONSTRUCTION RENTALS INC            ,129.78,600,WATER,29201,WATER DISTRIBUTION                 ,52590,OTHER RENTALS                      ,2018,12
6/4/2018 0:00,NATIONAL CONSTRUCTION RENTALS INC            ,85.8,600,WATER,29530,UTILITIES MAINTENANCE - WATER      ,52590,OTHER RENTALS                      ,2018,12
6/4/2018 0:00,OPTIMUM MANAGEMENT SOLUTIONS                 ,392.5,100,GENERAL,25300,HUMAN SERVICES ADMINISTRATION      ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,OPTIMUM MANAGEMENT SOLUTIONS                 ,392.5,100,GENERAL,27400,HR ADMINISTRATION                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,ORBIT INDUSTRIAL SERVICE AND MAINTENANCE     ,3874.54,600,WATER,29500,WATER ADMINISTRATION               ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,PERI GUFFEY                                  ,264,100,GENERAL,25405,SCOTTSDALE RANCH PK SPORTS COMPLEX ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,PRO PIPE                                     ,15715.07,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,PROJECT ENGINEERING CONSULTANTS LTD          ,102218.02,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,52122,SEWER ASSESSMENT SERVICES          ,2018,12
6/4/2018 0:00,RACHELLE LIFPITZ                             ,693,100,GENERAL,25405,SCOTTSDALE RANCH PK SPORTS COMPLEX ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,RACHELLE LIFPITZ                             ,66,100,GENERAL,25417,INDIAN SCHOOL PARK SPORTS COMPLEX  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,RECORDED BOOKS INC                           ,48.02,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53601,LIBRARY E-MATERIALS                ,2018,12
6/4/2018 0:00,RED WING SHOE COMPANY INC                    ,250,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/4/2018 0:00,RICOH USA INC                                ,302.65,100,GENERAL,20900,FACILITIES MGMT PLANNING AND ADMIN ,52275,PHOTOCOPY CHARGES                  ,2018,12
6/4/2018 0:00,S & S WORLDWIDE INC                          ,5382.4,100,GENERAL,25453,PARKS & REC - YOUTH DEVELOPMENT    ,53030,EDUCATION & RECREATION SUPPLIES    ,2018,12
6/4/2018 0:00,SALT RIVER PROJECT                           ,20364.11,200,TRANSPORTATION,20860,TRAFFIC SIGNALS                    ,52711,ELECTRIC                           ,2018,12
6/4/2018 0:00,SALT WORKS                                   ,3332.84,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,12
6/4/2018 0:00,SALT WORKS                                   ,72.8,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,12
6/4/2018 0:00,SANDRA E CORREA                              ,2250,100,GENERAL,22219,TRAINING                           ,52250,SPONSORED TRAINING                 ,2018,12
6/4/2018 0:00,SCHOLASTIC INC                               ,728.88,280,SPECIAL PROGRAMS,25690,LIBRARY BOOK SALES                 ,53030,EDUCATION & RECREATION SUPPLIES    ,2018,12
6/4/2018 0:00,SCOTTSDALE LIVESTOCK LLC                     ,504,100,GENERAL,21500,WESTWORLD                          ,53100,INVENTORY PURCHASED FOR RESALE     ,2018,12
6/4/2018 0:00,SCOTTSDALE LIVESTOCK LLC                     ,349.8,100,GENERAL,22208,MOUNTED PATROL                     ,53090,OTHER OPERATING SUPPLIES           ,2018,12
6/4/2018 0:00,SCOTTYS LAWNMOWER INC                        ,56.28,100,GENERAL,25412,MEDIANS & RIGHT-OF-WAY MAINTENANCE ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,SCOTTYS LAWNMOWER INC                        ,81.78,100,GENERAL,25416,MAINTENANCE-ELDORADO PARK          ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,SENERGY PETROLEUM LLC                        ,12928.3,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53700,GAS OIL & LUBRICANTS               ,2018,12
6/4/2018 0:00,SHERWIN WILLIAMS                             ,245.91,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/4/2018 0:00,SHI INTERNATIONAL CORP                       ,4188.46,100,GENERAL,22425,CRIME LABORATORY                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,SHIELD SCREENING                             ,1221.55,100,GENERAL,27401,STAFFING SERVICES                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,SIMPLOT PARTNERS                             ,4729.38,100,GENERAL,25414,MAINTENANCE-CHAPARRAL PARK         ,53010,AGRICULTURE & HORTICULTURE SUPPLY  ,2018,12
6/4/2018 0:00,SIMPLOT PARTNERS                             ,3790.39,100,GENERAL,25424,MAINTENANCE-CACTUS PARK            ,53010,AGRICULTURE & HORTICULTURE SUPPLY  ,2018,12
6/4/2018 0:00,SIMPSON NORTON CORPORATION                   ,581.45,100,GENERAL,25404,PROFESSIONAL BASEBALL              ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,SOLE IMAGES                                  ,1143.33,280,SPECIAL PROGRAMS,25690,LIBRARY BOOK SALES                 ,53030,EDUCATION & RECREATION SUPPLIES    ,2018,12
6/4/2018 0:00,SOMERSET LANDSCAPE LLC                       ,130.14,200,TRANSPORTATION,25480,MEDIANS & ROW CONTRACTS-TRANSP FUND,52186,R-O-W MEDIAN MAINTENANCE           ,2018,12
6/4/2018 0:00,SOUTHWEST DESERT OFFICIALS LLC               ,400,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/4/2018 0:00,SOUTHWEST MOBILE STORAGE INC                 ,65.16,100,GENERAL,25453,PARKS & REC - YOUTH DEVELOPMENT    ,52590,OTHER RENTALS                      ,2018,12
6/4/2018 0:00,SOUTHWEST SWEEPER SALES                      ,3727.13,200,TRANSPORTATION,20830,STREET CLEANING                    ,52560,MACHINERY & EQUIPMENT RENT         ,2018,12
6/4/2018 0:00,STABILIZER SOLUTIONS INC                     ,925.36,280,SPECIAL PROGRAMS,25497,FIELD ALLOCATION - YOUTH SPORTS    ,53010,AGRICULTURE & HORTICULTURE SUPPLY  ,2018,12
6/4/2018 0:00,STORAGE EQUIPMENT SYSTEMS INC                ,38845.3,100,GENERAL,27210,STORES *06/18                      ,54530,OTHER MACHINERY & EQUIPMENT        ,2018,12
6/4/2018 0:00,SUN DEVIL TROPHY & AWARDS LLC                ,20,100,GENERAL,22100,OFFICE OF THE POLICE CHIEF         ,53090,OTHER OPERATING SUPPLIES           ,2018,12
6/4/2018 0:00,SUN VALLEY PRINTING & GRAPHICS               ,265,100,GENERAL,27220,GRAPHIC AND PRINTING SOLUTIONS *06/,52270,PRINTING & GRAPHICS SERVICES       ,2018,12
6/4/2018 0:00,TDINDUSTRIES INC                             ,175,600,WATER,29221,CAP TREATMENT PLANT                ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,TDINDUSTRIES INC                             ,105.15,600,WATER,29221,CAP TREATMENT PLANT                ,53794,MAT TO MAINT AND REPAIR MECH SYS   ,2018,12
6/4/2018 0:00,TESSCO INCORPORATED                          ,761.6,600,WATER,29510,WATER EFFICIENCY GROUP             ,53793,MAT TO MAINT AND REPAIR ELEC       ,2018,12
6/4/2018 0:00,TESSCO INCORPORATED                          ,761.6,603,WATER RECLAMATION,29515,WATER RECLAMATION EFFICIENCY GROUP ,53793,MAT TO MAINT AND REPAIR ELEC       ,2018,12
6/4/2018 0:00,TESTAMERICA LABORATORIES INC                 ,112,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,52151,LABORATORY TESTING                 ,2018,12
6/4/2018 0:00,THERMO FLUIDS INC                            ,80,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/4/2018 0:00,TRAJAN SCIENTIFIC AMERICAS INC               ,430.5,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,12
6/4/2018 0:00,ULINE                                        ,199.84,100,GENERAL,27210,STORES *06/18                      ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,12
6/4/2018 0:00,USA BLUEBOOK                                 ,138.99,600,WATER,29260,CHAPARRAL WATER TREATMENT PLANT    ,53090,OTHER OPERATING SUPPLIES           ,2018,12
6/4/2018 0:00,VWR INTERNATIONAL LLC                        ,401.38,600,WATER,29460,WATER LABORATORY                   ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,12
6/4/2018 0:00,WATER & ENERGY SYSTEMS TECHNOLOGY INC        ,380,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,1 800 RADIATOR                               ,96.16,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,ALL CITY TOWING                              ,665,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,ARIZONA ASSOCIATION FOR ECONOMIC DEVELOPMENT ,5492,100,GENERAL,21400,ECONOMIC DEVELOPMENT ADMINISTRATION,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,12
6/5/2018 0:00,ARIZONA DEPARTMENT OF ENVIRONMENTAL QUALITY  ,200,600,WATER,29530,UTILITIES MAINTENANCE - WATER      ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,12
6/5/2018 0:00,AT&T                                         ,125,100,GENERAL,22433,TACTICAL OPERATIONS                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
